Category,Metric,Value
Trade Policy Shock,Cum Return (Peak→Trough),-22.20%
Trade Policy Shock,Max Drawdown (Peak→Trough),-22.41%
Trade Policy Shock,Sharpe (Peak→Trough),-2.633
Trade Policy Shock,Sortino (Peak→Trough),-2.715
Trade Policy Shock,Ulcer Index (Peak→Trough),0.1146
Trade Policy Shock,Calmar (Peak→Trough),-3.731
Trade Policy Shock,Cum Return (Trough→Recovery),27.64%
Trade Policy Shock,Max Drawdown (Trough→Recovery),-7.94%
Trade Policy Shock,Sharpe (Trough→Recovery),6.198
Trade Policy Shock,Sortino (Trough→Recovery),13.913
Trade Policy Shock,Ulcer Index (Trough→Recovery),0.0192
Trade Policy Shock,Calmar (Trough→Recovery),25.175
